"","df_m.full_address","df.town","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","309, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","309, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"2","216, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","216, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"3","211, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","211, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"4","202, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","202, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3684673,103.8441542,1.3684173,1.3685173,103.8441042,103.8442042
"5","235, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","235, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"6","232, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","232, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"7","308, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","308, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"8","220, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","220, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3655748,103.840550928858,1.365381,1.3657685,103.8401772,103.8409247
"9","219, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","219, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3659481,103.840644937271,1.3657648,1.3661314,103.8402567,103.8410332
"10","247, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","247, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"11","320, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","320, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"12","252, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","252, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"13","223, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","223, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"14","230, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","230, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"15","329, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","329, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"16","313, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","313, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"17","117, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","117, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.37378645,103.835523379954,1.3734188,1.374046,103.8352606,103.8360124
"18","110, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","110, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"19","343, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","343, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.36832515,103.849141911782,1.3682578,1.3684453,103.8485861,103.8496969
"20","345, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","345, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"21","346, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","346, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"22","121, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","121, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"23","129, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","129, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"24","130, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","130, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"25","128, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","128, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"26","127, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","127, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"27","126, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","126, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"28","403, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","403, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"29","404, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","404, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"30","405, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","405, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"31","417, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","417, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.36491055,103.855198278349,1.3646566,1.3651441,103.8547023,103.855711
"32","418, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","418, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.36493535,103.854060769163,1.3646919,1.3651794,103.8535585,103.8545603
"33","419, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","419, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.36529435,103.854153769163,1.3650509,1.3655384,103.8536515,103.8546533
"34","441, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","441, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"35","442, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","442, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"36","443, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","443, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"37","444, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","444, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"38","450, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","450, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"39","435, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","435, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"40","433, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","433, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"41","434, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","434, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"42","424, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","424, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"43","425, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","425, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"44","466, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","466, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"45","471, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","471, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"46","474, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","474, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"47","570, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","570, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"48","586, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","586, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"49","455, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","455, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3690208,103.8568996,1.3690208,1.3691166,103.8568957,103.8568996
"50","465, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","465, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"51","463, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","463, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"52","564, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","564, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"53","560, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","560, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3702743,1.3703372,103.8568739,103.856874
"54","558, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","558, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"55","559, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","559, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"56","538, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","538, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"57","534, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","534, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"58","601, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","601, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"59","603, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","603, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"60","604, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","604, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"61","608, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","608, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"62","611, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","611, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"63","505, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE","ANG MO KIO","505, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE",1.3663571,103.8513202,1.3662236,1.3663571,103.8513202,103.8513937
"64","503, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","503, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"65","610, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","610, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"66","607, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","607, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"67","524, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","524, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"68","513, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE","ANG MO KIO","513, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE",1.3663571,103.8513202,1.3662236,1.3663571,103.8513202,103.8513937
"69","643, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","643, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"70","542, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","542, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"71","548, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","548, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"72","550, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","550, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"73","639, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","639, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"74","637, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","637, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"75","330, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","330, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3624356,103.851019070973,1.3620251,1.3628461,103.8505393,103.8514988
"76","333, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","333, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3613511,103.8516895,1.3609387,1.3617635,103.8512095,103.8521695
"77","156, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","156, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.37550225,103.839956841406,1.3752863,1.3757053,103.8394838,103.8404351
"78","152, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","152, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3767082,103.8398356,1.3766582,1.3767582,103.8397856,103.8398856
"79","178, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","178, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3763809,103.83682141002,1.375978,1.376602,103.8365738,103.8375055
"80","180, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","180, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"81","209, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","209, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"82","231, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","231, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"83","254, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","254, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"84","103, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","103, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"85","105, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE","ANG MO KIO","105, ANG MO KIO AVENUE 4, ANG MO KIO, SINGAPORE",1.3830216,103.8382033,1.3823681,1.3830216,103.8382033,103.8386504
"86","344, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","344, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.36795345,103.84927454952,1.3678705,1.3680363,103.8486159,103.8499332
"87","324, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","324, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3682945,103.846919949797,1.3682021,1.3683868,103.8465007,103.8473392
"88","120, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","120, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"89","124, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","124, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"90","414, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","414, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"91","438, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","438, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"92","427, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","427, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"93","428, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","428, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"94","473, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","473, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"95","573, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","573, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.37054805,103.854838731161,1.3703538,1.3707424,103.8543909,103.8552865
"96","585, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","585, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"97","456, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","456, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"98","544, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","544, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"99","640, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","640, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"100","638, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","638, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"101","646, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","646, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.3666548,103.8444184,1.3666548,1.3672358,103.8444184,103.8448379
"102","150, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","150, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3767777,103.842011394987,1.3766722,1.3768924,103.8416414,103.8423935
"103","179, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","179, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"104","336, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","336, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3653049,103.8389773,1.3645341,1.3661172,103.836742,103.8412298
"105","335, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE","ANG MO KIO","335, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",1.3632319,103.850716999775,1.3629186,1.3635458,103.8503546,103.8510763
"106","101, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","101, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"107","401, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","401, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"108","439, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","439, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"109","430, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE","ANG MO KIO","430, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",1.3692045,103.8439488,1.3691948,1.3692045,103.8439488,103.8440334
"110","460, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","460, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"111","459, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","459, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.36699175,103.859400471991,1.3668764,1.3671032,103.8592964,103.8595043
"112","716, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE","ANG MO KIO","716, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",1.37146415,103.845886697418,1.3713383,1.3715899,103.8457665,103.8460069
"113","545, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","545, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"114","620, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE","ANG MO KIO","620, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE",1.3826084,103.8392891,1.3822689,1.382674,103.8387282,103.8393917
"115","622, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE","ANG MO KIO","622, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE",1.3826084,103.8392891,1.3822689,1.382674,103.8387282,103.8393917
"116","620, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","620, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"117","534, BEDOK NORTH STREET 3, BEDOK, SINGAPORE","BEDOK","534, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",1.3331074,103.924616058118,1.3329192,1.3332535,103.9240148,103.925677
"118","18, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","18, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3205587,103.9347959,1.3205087,1.3206087,103.9347459,103.9348459
