"","df_m.full_address","df.town","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"2661","105, TAMPINES STREET 11, TAMPINES, SINGAPORE","TAMPINES","105, TAMPINES STREET 11, TAMPINES, SINGAPORE",1.3479955,103.947177572009,1.3478182,1.3481356,103.9468191,103.9475362
"2662","223, TAMPINES STREET 24, TAMPINES, SINGAPORE","TAMPINES","223, TAMPINES STREET 24, TAMPINES, SINGAPORE",1.35539405,103.953274791761,1.355097,1.355694,103.9531667,103.9533428
"2663","469, TAMPINES STREET 44, TAMPINES, SINGAPORE","TAMPINES","469, TAMPINES STREET 44, TAMPINES, SINGAPORE",1.36028825,103.954650710518,1.3602131,1.3603588,103.9542672,103.9550364
"2664","443, TAMPINES STREET 43, TAMPINES, SINGAPORE","TAMPINES","443, TAMPINES STREET 43, TAMPINES, SINGAPORE",1.35898045,103.952186424214,1.3587622,1.3590721,103.9515824,103.9522504
"2665","470, TAMPINES STREET 44, TAMPINES, SINGAPORE","TAMPINES","470, TAMPINES STREET 44, TAMPINES, SINGAPORE",1.3607774,103.954626048782,1.3605756,1.3608499,103.9542327,103.9550321
"2666","428, TAMPINES STREET 41, TAMPINES, SINGAPORE","TAMPINES","428, TAMPINES STREET 41, TAMPINES, SINGAPORE",1.35924175,103.949110540627,1.3589434,1.3595364,103.9487071,103.9491902
"2667","92, LOR 4 TOA PAYOH, TOA PAYOH, SINGAPORE","TOA PAYOH","92, LORONG 4 TOA PAYOH, SINGAPORE",1.3318025,103.8517135,1.3313039,1.3318025,103.8517135,103.8518015
"2668","20, LOR 7 TOA PAYOH, TOA PAYOH, SINGAPORE","TOA PAYOH","20, LORONG 7 TOA PAYOH, SINGAPORE",1.3387159,103.8546674,1.3379135,1.3387266,103.8537299,103.8558107
"2669","83, LOR 2 TOA PAYOH, TOA PAYOH, SINGAPORE","TOA PAYOH","83, LORONG 2 TOA PAYOH, SINGAPORE",1.33577825,103.848058749906,1.3354729,1.3360837,103.8480077,103.8481098
"2670","218, MARSILING CRESCENT, WOODLANDS, SINGAPORE","WOODLANDS","218, MARSILING CRESCENT, WOODLANDS, SINGAPORE",1.4480716,103.7747961,1.4457607,1.449208,103.7739708,103.7776915
"2671","26, MARSILING DRIVE, WOODLANDS, SINGAPORE","WOODLANDS","26, MARSILING DRIVE, WOODLANDS, SINGAPORE",1.4412895,103.7757716,1.4412895,1.4419047,103.7752775,103.7757716
"2672","108, WOODLANDS STREET 13, WOODLANDS, SINGAPORE","WOODLANDS","108, WOODLANDS STREET 13, WOODLANDS, SINGAPORE",1.4361274,103.7721054,1.436086,1.4361274,103.7720075,103.7721054
"2673","734, YISHUN AVENUE 5, YISHUN, SINGAPORE","YISHUN","734, YISHUN AVENUE 5, YISHUN, SINGAPORE",1.42916795,103.830800181222,1.4290409,1.4293521,103.830665,103.8315098
"2674","135, YISHUN STREET 11, YISHUN, SINGAPORE","YISHUN","135, YISHUN STREET 11, YISHUN, SINGAPORE",1.4304259,103.8334225,1.4304259,1.4305164,103.8334225,103.8334246
"2675","720, YISHUN STREET 71, YISHUN, SINGAPORE","YISHUN","720, YISHUN STREET 71, YISHUN, SINGAPORE",1.4264349,103.828962751859,1.4263462,1.4265346,103.8285166,103.8294089
"2676","263, YISHUN STREET 22, YISHUN, SINGAPORE","YISHUN","263, YISHUN STREET 22, YISHUN, SINGAPORE",1.4370833,103.8368732,1.4363939,1.4373879,103.8362839,103.8371598
"2677","778, YISHUN AVENUE 2, YISHUN, SINGAPORE","YISHUN","778, YISHUN AVENUE 2, YISHUN, SINGAPORE",1.4155313,103.8325153,1.4133715,1.4167023,103.8314121,103.8330919
"2678","288, YISHUN AVENUE 6, YISHUN, SINGAPORE","YISHUN","288, YISHUN AVENUE 6, YISHUN, SINGAPORE",1.4290802,103.8494085,1.4290802,1.4291388,103.8494062,103.8494085
"2679","277, YISHUN STREET 22, YISHUN, SINGAPORE","YISHUN","277, YISHUN STREET 22, YISHUN, SINGAPORE",1.4370833,103.8368732,1.4363939,1.4373879,103.8362839,103.8371598
"2680","547, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","547, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"2681","511, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE","ANG MO KIO","511, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE",1.3735703,103.85016795,1.3734801,1.3736605,103.84975,103.8505859
"2682","39, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","39, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3213672,103.93972699945,1.3212286,1.3215057,103.939338,103.940116
"2683","520, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE","BEDOK","520, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE",1.329307,103.9265007,1.329307,1.3295397,103.9264696,103.9265007
"2684","549, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE","BEDOK","549, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE",1.33170185,103.926837784144,1.3315504,1.3318553,103.9264009,103.9272512
"2685","158, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE","BEDOK","158, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",1.3187526,103.945044252287,1.3185007,1.3190055,103.9449064,103.9451828
"2686","623, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","623, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"2687","118, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","118, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"2688","170, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","170, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3206804,103.946217992447,1.3204278,1.3207681,103.9457033,103.946453
"2689","311, SHUNFU ROAD, BISHAN, SINGAPORE","BISHAN","311, SHUNFU ROAD, BISHAN, SINGAPORE",1.35091085,103.839394376502,1.3506186,1.3512116,103.8392573,103.8394714
"2690","113, BISHAN STREET 12, BISHAN, SINGAPORE","BISHAN","113, BISHAN STREET 12, BISHAN, SINGAPORE",1.34722365,103.848827362151,1.3470701,1.3473807,103.8483739,103.8492767
"2691","106, BISHAN STREET 12, BISHAN, SINGAPORE","BISHAN","106, BISHAN STREET 12, BISHAN, SINGAPORE",1.3450927,103.852144,1.3450927,1.3451175,103.8519758,103.8523049
"2692","193, BISHAN STREET 13, BISHAN, SINGAPORE","BISHAN","193, BISHAN STREET 13, BISHAN, SINGAPORE",1.348677,103.850979703202,1.3485547,1.3487938,103.8506887,103.8512687
"2693","197, BISHAN STREET 13, BISHAN, SINGAPORE","BISHAN","197, BISHAN STREET 13, BISHAN, SINGAPORE",1.3486695,103.850400655831,1.3483517,1.3492142,103.8502664,103.8510711
"2694","118, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE","BUKIT BATOK","118, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE",1.350193,103.746262968841,1.3498886,1.3504779,103.7461461,103.7468933
"2695","234, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE","BUKIT BATOK","234, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE",1.3491231,103.755495646646,1.3489329,1.3492943,103.7553365,103.7556794
"2696","315, BUKIT BATOK STREET 32, BUKIT BATOK, SINGAPORE","BUKIT BATOK","315, BUKIT BATOK STREET 32, BUKIT BATOK, SINGAPORE",1.36018675,103.746503525035,1.359777,1.3606877,103.7460799,103.7471018
"2697","369, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE","BUKIT BATOK","369, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",1.3603593,103.751269160917,1.3599513,1.3606244,103.7502962,103.7513528
"2698","362, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE","BUKIT BATOK","362, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",1.36098635,103.749987163747,1.3606175,1.361214,103.7499073,103.7502465
"2699","33, LIM LIAK STREET, BUKIT MERAH, SINGAPORE","BUKIT MERAH","33, LIM LIAK STREET, SINGAPORE",1.28511865,103.83157335,1.2850633,1.285174,103.8313213,103.8318254
"2700","113, DEPOT ROAD, BUKIT MERAH, SINGAPORE","BUKIT MERAH","113, DEPOT ROAD, SINGAPORE",1.28136095,103.807325004115,1.2812223,1.2814995,103.8071847,103.8074653
"2701","1, DELTA AVENUE, BUKIT MERAH, SINGAPORE","BUKIT MERAH","1, DELTA AVENUE, SINGAPORE",1.2921961,103.8266112,1.2920295,1.2921961,103.8260162,103.827054
"2702","2, DELTA AVENUE, BUKIT MERAH, SINGAPORE","BUKIT MERAH","2, DELTA AVENUE, SINGAPORE",1.2921961,103.8266112,1.2920295,1.2921961,103.8260162,103.827054
"2703","4, TANJONG PAGAR PLAZA, CENTRAL AREA, SINGAPORE","CENTRAL AREA","4, TANJONG PAGAR PLAZA, SINGAPORE",1.2764189,103.8429295,1.2564189,1.2964189,103.8229295,103.8629295
"2704","12, TECK WHYE LANE, CHOA CHU KANG, SINGAPORE","CHOA CHU KANG","12, TECK WHYE LANE, CHOA CHU KANG, SINGAPORE",1.3806722,103.7494556,1.3806278,1.3806722,103.7494556,103.7495542
"2705","349, CLEMENTI AVENUE 2, CLEMENTI, SINGAPORE","CLEMENTI","349, CLEMENTI AVENUE 2, CLEMENTI, SINGAPORE",1.31594575,103.771140151104,1.3158149,1.3160727,103.7707004,103.7715364
"2706","606, CLEMENTI WEST STREET 1, CLEMENTI, SINGAPORE","CLEMENTI","606, CLEMENTI WEST STREET 1, CLEMENTI, SINGAPORE",1.3048381,103.768056486619,1.3046966,1.3049798,103.7679158,103.7681972
"2707","104, CLEMENTI STREET 14, CLEMENTI, SINGAPORE","CLEMENTI","104, CLEMENTI STREET 14, CLEMENTI, SINGAPORE",1.32294575,103.769217418441,1.322695,1.3231958,103.7689845,103.7694418
"2708","4, JOO CHIAT ROAD, GEYLANG, SINGAPORE","GEYLANG","4, JOO CHIAT ROAD, GEYLANG, SINGAPORE",1.3159758,103.8977413,1.3157096,1.3161684,103.8975891,103.8979086
"2709","8, HAIG ROAD, GEYLANG, SINGAPORE","GEYLANG","8, HAIG ROAD, GEYLANG, SINGAPORE",1.31370335,103.896067317759,1.3132786,1.3140661,103.8958374,103.896308
"2710","346, UBI AVENUE 1, GEYLANG, SINGAPORE","GEYLANG","346, UBI AVENUE 1, GEYLANG, SINGAPORE",1.3246634,103.8921938,1.3243901,1.324773,103.8920824,103.8924804
"2711","311, UBI AVENUE 1, GEYLANG, SINGAPORE","GEYLANG","311, UBI AVENUE 1, GEYLANG, SINGAPORE",1.3246634,103.8921938,1.3243901,1.324773,103.8920824,103.8924804
"2712","322, UBI AVENUE 1, GEYLANG, SINGAPORE","GEYLANG","322, UBI AVENUE 1, GEYLANG, SINGAPORE",1.3246634,103.8921938,1.3243901,1.324773,103.8920824,103.8924804
"2713","336, UBI AVENUE 1, GEYLANG, SINGAPORE","GEYLANG","336, UBI AVENUE 1, GEYLANG, SINGAPORE",1.3246634,103.8921938,1.3243901,1.324773,103.8920824,103.8924804
"2714","123, PAYA LEBAR WAY, GEYLANG, SINGAPORE","GEYLANG","123, PAYA LEBAR WAY, GEYLANG, SINGAPORE",1.3232437,103.8850276,1.3227686,1.3239664,103.8850073,103.8850425
"2715","119, HOUGANG AVENUE 1, HOUGANG, SINGAPORE","HOUGANG","119, HOUGANG AVENUE 1, SINGAPORE",1.3573985,103.8896746,1.3556992,1.359317,103.8888273,103.8899771
"2716","322, HOUGANG AVENUE 5, HOUGANG, SINGAPORE","HOUGANG","322, HOUGANG AVENUE 5, HOUGANG, SINGAPORE",1.36712085,103.896981915983,1.3668882,1.3672867,103.896816,103.8975298
"2717","120, HOUGANG AVENUE 1, HOUGANG, SINGAPORE","HOUGANG","120, HOUGANG AVENUE 1, SINGAPORE",1.3573985,103.8896746,1.3556992,1.359317,103.8888273,103.8899771
"2718","130, LOR AH SOO, HOUGANG, SINGAPORE","HOUGANG","130, LOR AH SOO, SINGAPORE",1.3464769,103.8767597,1.3459432,1.3466742,103.8753188,103.8772497
"2719","355, HOUGANG AVENUE 7, HOUGANG, SINGAPORE","HOUGANG","355, HOUGANG AVENUE 7, HOUGANG, SINGAPORE",1.3734089,103.8996927,1.3729084,1.3734089,103.8996927,103.9001252
"2720","507, HOUGANG AVENUE 8, HOUGANG, SINGAPORE","HOUGANG","507, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",1.376773,103.8947471,1.3767634,1.376773,103.8943373,103.8949236
"2721","707, HOUGANG AVENUE 2, HOUGANG, SINGAPORE","HOUGANG","707, HOUGANG AVENUE 2, HOUGANG, SINGAPORE",1.3665049,103.888460463155,1.3662864,1.3665824,103.8884059,103.8891032
"2722","609, HOUGANG AVENUE 8, HOUGANG, SINGAPORE","HOUGANG","609, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",1.3701124,103.885503287923,1.3698548,1.3705782,103.8853425,103.8856166
"2723","712, HOUGANG AVENUE 2, HOUGANG, SINGAPORE","HOUGANG","712, HOUGANG AVENUE 2, HOUGANG, SINGAPORE",1.3680329,103.8854616,1.3679429,1.3680329,103.8854616,103.8859021
"2724","322A, JURONG EAST STREET 31, JURONG EAST, SINGAPORE","JURONG EAST","322A, JURONG EAST STREET 31, JURONG EAST, SINGAPORE",1.34766445,103.729191255857,1.3475679,1.3478468,103.7286295,103.7298365
"2725","465, JURONG WEST STREET 41, JURONG WEST, SINGAPORE","JURONG WEST","465, JURONG WEST STREET 41, JURONG WEST, SINGAPORE",1.3464961,103.7249999,1.3464947,1.3490059,103.7232128,103.7260622
"2726","467, JURONG WEST STREET 41, JURONG WEST, SINGAPORE","JURONG WEST","467, JURONG WEST STREET 41, JURONG WEST, SINGAPORE",1.34950185,103.72253445,1.3493068,1.3496969,103.7221166,103.7229523
"2727","40, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE","KALLANG/WHAMPOA","40, JALAN BAHAGIA, SINGAPORE",1.3271907,103.8553073,1.3269251,1.3271907,103.8551447,103.8553073
"2728","41, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE","KALLANG/WHAMPOA","41, JALAN BAHAGIA, SINGAPORE",1.3271907,103.8553073,1.3269251,1.3271907,103.8551447,103.8553073
"2729","64, JALAN MA'MOR, KALLANG/WHAMPOA, SINGAPORE","KALLANG/WHAMPOA","64, JALAN MA'MOR, SINGAPORE",1.3283957,103.8574907,1.3282336,1.3284502,103.8574634,103.8577356
"2730","17, ST. GEORGE'S ROAD, KALLANG/WHAMPOA, SINGAPORE","KALLANG/WHAMPOA","17, ST. GEORGE'S ROAD, SINGAPORE",1.3231225,103.8623679,1.3220099,1.3240757,103.8612666,103.8635137
"2731","16, ST. GEORGE'S ROAD, KALLANG/WHAMPOA, SINGAPORE","KALLANG/WHAMPOA","16, ST. GEORGE'S ROAD, SINGAPORE",1.3231225,103.8623679,1.3220099,1.3240757,103.8612666,103.8635137
"2732","4, LIM CHU KANG ROAD, LIM CHU KANG, SINGAPORE","LIM CHU KANG","4, LIM CHU KANG ROAD, LIM CHU KANG, SINGAPORE",1.4328383,103.7078,1.4213035,1.4454245,103.7030982,103.7081355
"2733","56, STIRLING ROAD, QUEENSTOWN, SINGAPORE","QUEENSTOWN","56, STIRLING ROAD, QUEENSTOWN, SINGAPORE",1.2966831,103.804292889975,1.2965369,1.2968294,103.8041329,103.8044528
"2734","201, SERANGOON CENTRAL, SERANGOON, SINGAPORE","SERANGOON","201, SERANGOON CENTRAL, SERANGOON, SINGAPORE",1.3492037,103.8744675,1.3492037,1.3495567,103.8741447,103.8744675
"2735","206, SERANGOON CENTRAL, SERANGOON, SINGAPORE","SERANGOON","206, SERANGOON CENTRAL, SERANGOON, SINGAPORE",1.3492037,103.8744675,1.3492037,1.3495567,103.8741447,103.8744675
"2736","264, TAMPINES STREET 21, TAMPINES, SINGAPORE","TAMPINES","264, TAMPINES STREET 21, TAMPINES, SINGAPORE",1.3528894,103.951444556478,1.3527181,1.3531211,103.9506617,103.9515934
"2737","801, TAMPINES AVENUE 4, TAMPINES, SINGAPORE","TAMPINES","801, TAMPINES AVENUE 4, TAMPINES, SINGAPORE",1.3468181,103.9380215,1.3467681,1.3468681,103.9379715,103.9380715
"2738","929, TAMPINES STREET 91, TAMPINES, SINGAPORE","TAMPINES","929, TAMPINES STREET 91, TAMPINES, SINGAPORE",1.3463662,103.939606443508,1.3462943,1.3464414,103.9392243,103.9399902
"2739","227, TAMPINES STREET 23, TAMPINES, SINGAPORE","TAMPINES","227, TAMPINES STREET 23, TAMPINES, SINGAPORE",1.35493655,103.955105484549,1.3546153,1.3552703,103.9548414,103.9551734
"2740","830, TAMPINES STREET 82, TAMPINES, SINGAPORE","TAMPINES","830, TAMPINES STREET 82, TAMPINES, SINGAPORE",1.3533135,103.9381189,1.3532815,1.3533266,103.937381,103.938725
"2741","463, TAMPINES STREET 44, TAMPINES, SINGAPORE","TAMPINES","463, TAMPINES STREET 44, TAMPINES, SINGAPORE",1.35918265,103.954639425,1.3591189,1.3592464,103.9542741,103.955007
"2742","214, TAMPINES STREET 23, TAMPINES, SINGAPORE","TAMPINES","214, TAMPINES STREET 23, TAMPINES, SINGAPORE",1.35459815,103.953543180671,1.3542396,1.3549542,103.9534508,103.9536352
"2743","438, TAMPINES STREET 43, TAMPINES, SINGAPORE","TAMPINES","438, TAMPINES STREET 43, TAMPINES, SINGAPORE",1.36029895,103.951590025,1.3602291,1.3603688,103.9512137,103.9519685
"2744","462, TAMPINES STREET 44, TAMPINES, SINGAPORE","TAMPINES","462, TAMPINES STREET 44, TAMPINES, SINGAPORE",1.3590292,103.955148745913,1.3587378,1.3593069,103.9547818,103.9552252
"2745","856, TAMPINES STREET 82, TAMPINES, SINGAPORE","TAMPINES","856, TAMPINES STREET 82, TAMPINES, SINGAPORE",1.3533135,103.9381189,1.3532815,1.3533266,103.937381,103.938725
"2746","429, TAMPINES STREET 41, TAMPINES, SINGAPORE","TAMPINES","429, TAMPINES STREET 41, TAMPINES, SINGAPORE",1.3592686,103.949641273711,1.3589805,1.3595699,103.9495696,103.9500468
"2747","119, LOR 1 TOA PAYOH, TOA PAYOH, SINGAPORE","TOA PAYOH","119, LORONG 1 TOA PAYOH, SINGAPORE",1.3409102,103.8478417,1.3408841,1.3409353,103.8471412,103.8484734
"2748","143, POTONG PASIR AVENUE 2, TOA PAYOH, SINGAPORE","TOA PAYOH","143, POTONG PASIR AVENUE 2, SINGAPORE",1.33278875,103.866578165478,1.3326566,1.3329655,103.8656569,103.8667098
"2749","129, POTONG PASIR AVENUE 1, TOA PAYOH, SINGAPORE","TOA PAYOH","129, POTONG PASIR AVENUE 1, SINGAPORE",1.33472135,103.865594849599,1.334653,1.3347898,103.8654355,103.8657542
"2750","11, MARSILING DRIVE, WOODLANDS, SINGAPORE","WOODLANDS","11, MARSILING DRIVE, WOODLANDS, SINGAPORE",1.4412895,103.7757716,1.4412895,1.4419047,103.7752775,103.7757716
"2751","226, YISHUN STREET 21, YISHUN, SINGAPORE","YISHUN","226, YISHUN STREET 21, YISHUN, SINGAPORE",1.43158,103.8393154,1.4315342,1.43158,103.8393154,103.8393886
"2752","243, YISHUN RING ROAD, YISHUN, SINGAPORE","YISHUN","243, YISHUN RING ROAD, YISHUN, SINGAPORE",1.4180685,103.8338816,1.4180685,1.4181057,103.8337992,103.8338816
"2753","744, YISHUN STREET 72, YISHUN, SINGAPORE","YISHUN","744, YISHUN STREET 72, YISHUN, SINGAPORE",1.4276762,103.8315105,1.4276762,1.4280185,103.8315105,103.8317697
"2754","249, YISHUN AVENUE 9, YISHUN, SINGAPORE","YISHUN","249, YISHUN AVENUE 9, YISHUN, SINGAPORE",1.43158,103.8393154,1.43158,1.431643,103.8393154,103.8393583
"2755","235, YISHUN STREET 21, YISHUN, SINGAPORE","YISHUN","235, YISHUN STREET 21, YISHUN, SINGAPORE",1.43158,103.8393154,1.4315342,1.43158,103.8393154,103.8393886
"2756","764, YISHUN STREET 72, YISHUN, SINGAPORE","YISHUN","764, YISHUN STREET 72, YISHUN, SINGAPORE",1.4276762,103.8315105,1.4276762,1.4280185,103.8315105,103.8317697
"2757","270, YISHUN STREET 22, YISHUN, SINGAPORE","YISHUN","270, YISHUN STREET 22, YISHUN, SINGAPORE",1.4370833,103.8368732,1.4363939,1.4373879,103.8362839,103.8371598
"2758","728, YISHUN STREET 71, YISHUN, SINGAPORE","YISHUN","728, YISHUN STREET 71, YISHUN, SINGAPORE",1.42577215,103.830779690117,1.4256658,1.4258956,103.8303528,103.8312675
"2759","407, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","407, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.362097,103.8554722,1.362047,1.362147,103.8554222,103.8555222
"2760","555, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","555, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"2761","411, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","411, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"2762","529, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE","ANG MO KIO","529, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",1.3702743,103.8568739,1.3700437,1.3702743,103.8568739,103.8568831
"2763","521, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE","ANG MO KIO","521, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",1.3766461,103.8477974,1.3766461,1.3766803,103.8476554,103.8477974
"2764","1, EAST COAST ROAD, BEDOK, SINGAPORE","BEDOK","1, EAST COAST ROAD, SINGAPORE",1.3085027,103.9098103,1.3084216,1.3085961,103.9093756,103.9103115
"2765","531, BEDOK NORTH STREET 3, BEDOK, SINGAPORE","BEDOK","531, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",1.333428,103.9259599,1.333378,1.333478,103.9259099,103.9260099
"2766","211, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE","BEDOK","211, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",1.3239995,103.9313169,1.3239995,1.3240724,103.9313169,103.931905
"2767","117, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","117, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"2768","171, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","171, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3208766,103.945603642449,1.320624,1.3209643,103.9450891,103.9458377
"2769","172, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","172, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3174361,103.9484497,1.3173987,1.3174361,103.9484497,103.9484704
"2770","68, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE","BEDOK","68, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",1.3209989,103.9440978,1.3209231,1.3209989,103.9440978,103.9441102
"2771","156, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE","BEDOK","156, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",1.3182506,103.945282204206,1.3181629,1.3185032,103.9450485,103.9457967
"2772","164, BEDOK SOUTH ROAD, BEDOK, SINGAPORE","BEDOK","164, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",1.3201021,103.946692952985,1.3198495,1.3201898,103.9461782,103.9469279
"2773","114, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","114, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"2774","161, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE","BEDOK","161, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",1.3209989,103.9440978,1.3209231,1.3209989,103.9440978,103.9441102
"2775","145, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE","BEDOK","145, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",1.3385775,103.9345376,1.3385299,1.3385775,103.9344598,103.9345376
"2776","110, BISHAN STREET 12, BISHAN, SINGAPORE","BISHAN","110, BISHAN STREET 12, BISHAN, SINGAPORE",1.3450927,103.852144,1.3450927,1.3451175,103.8519758,103.8523049
"2777","406, SIN MING AVENUE, BISHAN, SINGAPORE","BISHAN","406, SIN MING AVENUE, SINGAPORE",1.3602164,103.8321171,1.3599829,1.3602164,103.8320929,103.8321171
"2778","408, SIN MING AVENUE, BISHAN, SINGAPORE","BISHAN","408, SIN MING AVENUE, SINGAPORE",1.3602164,103.8321171,1.3599829,1.3602164,103.8320929,103.8321171
"2779","402, SIN MING AVENUE, BISHAN, SINGAPORE","BISHAN","402, SIN MING AVENUE, SINGAPORE",1.3627589,103.83276225,1.3625741,1.3629437,103.8326011,103.8329234
"2780","256, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE","BUKIT BATOK","256, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE",1.3507764,103.758452795921,1.3505196,1.3510711,103.7583499,103.7586887
"2781","253, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE","BUKIT BATOK","253, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE",1.3501566,103.757646410862,1.349859,1.3504157,103.7574146,103.7577421
"2782","309, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE","BUKIT BATOK","309, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",1.3582642,103.748812674804,1.3579044,1.358624,103.7487398,103.7488855
"2783","339, BUKIT BATOK STREET 34, BUKIT BATOK, SINGAPORE","BUKIT BATOK","339, BUKIT BATOK STREET 34, BUKIT BATOK, SINGAPORE",1.36319005,103.75057975,1.3631048,1.3632753,103.7501018,103.7510577
"2784","261, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE","BUKIT BATOK","261, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE",1.3506374,103.759463599229,1.3505212,1.35077,103.7591786,103.7596154
"2785","535, BUKIT BATOK STREET 52, BUKIT BATOK, SINGAPORE","BUKIT BATOK","535, BUKIT BATOK STREET 52, BUKIT BATOK, SINGAPORE",1.3549874,103.750402848873,1.354426,1.3555408,103.7503063,103.7506518
"2786","1, EVERTON PARK, BUKIT MERAH, SINGAPORE","BUKIT MERAH","1, EVERTON PARK, SINGAPORE",1.2771286,103.83936791519,1.2759546,1.2778381,103.8381345,103.8405748
"2787","5, REDHILL CLOSE, BUKIT MERAH, SINGAPORE","BUKIT MERAH","5, REDHILL CLOSE, SINGAPORE",1.28457435,103.817588909233,1.2844669,1.2846714,103.817359,103.8178571
"2788","109, BUKIT PURMEI ROAD, BUKIT MERAH, SINGAPORE","BUKIT MERAH","109, BUKIT PURMEI ROAD, SINGAPORE",1.27388335,103.825339274741,1.2737493,1.2740162,103.8247745,103.825903
